pokedex_number,name,status,species,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,generation,type_number,type_1,type_2,egg_type_number,egg_type_1,egg_type_2
57,Primeape,Normal,Pig Monkey Pokémon,0.99,32.0,3,Vital Spirit,Anger Point,Defiant,455,65,105,60,60,70,95,75.0,70.0,159.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1,1,Fighting,,1,Field,
58,Growlithe,Normal,Puppy Pokémon,0.71,19.0,3,Intimidate,Flash Fire,Justified,350,55,70,45,70,50,60,190.0,70.0,70.0,Slow,75.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1,1,Fire,,1,Field,
59,Arcanine,Normal,Legendary Pokémon,1.91,155.0,3,Intimidate,Flash Fire,Justified,555,90,110,80,100,80,95,75.0,70.0,194.0,Slow,75.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1,1,Fire,,1,Field,
60,Poliwag,Normal,Tadpole Pokémon,0.61,12.4,3,Water Absorb,Damp,Swift Swim,300,40,50,40,40,40,90,255.0,70.0,60.0,Medium Slow,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1,Water,,1,Water 1,
61,Poliwhirl,Normal,Tadpole Pokémon,0.99,20.0,3,Water Absorb,Damp,Swift Swim,385,65,65,65,50,50,90,120.0,70.0,135.0,Medium Slow,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1,Water,,1,Water 1,
62,Poliwrath,Normal,Tadpole Pokémon,1.3,54.0,3,Water Absorb,Damp,Swift Swim,510,90,95,95,70,90,70,45.0,70.0,230.0,Medium Slow,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,1,2,Water,Fighting,1,Water 1,
63,Abra,Normal,Psi Pokémon,0.89,19.5,3,Synchronize,Inner Focus,Magic Guard,310,25,20,15,105,55,90,200.0,70.0,62.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1,Psychic,,1,Human-Like,
64,Kadabra,Normal,Psi Pokémon,1.3,56.5,3,Synchronize,Inner Focus,Magic Guard,400,40,35,30,120,70,105,100.0,70.0,140.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1,Psychic,,1,Human-Like,
65,Alakazam,Normal,Psi Pokémon,1.5,48.0,3,Synchronize,Inner Focus,Magic Guard,500,55,50,45,135,95,120,50.0,70.0,225.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1,Psychic,,1,Human-Like,
65,Mega Alakazam,Normal,Psi Pokémon,1.19,48.0,1,Trace,,,600,55,50,65,175,105,150,50.0,70.0,270.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1,Psychic,,1,Human-Like,
66,Machop,Normal,Superpower Pokémon,0.79,19.5,3,Guts,No Guard,Steadfast,305,70,80,50,35,35,35,180.0,70.0,61.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1,1,Fighting,,1,Human-Like,
67,Machoke,Normal,Superpower Pokémon,1.5,70.5,3,Guts,No Guard,Steadfast,405,80,100,70,50,60,45,90.0,70.0,142.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1,1,Fighting,,1,Human-Like,
68,Machamp,Normal,Superpower Pokémon,1.6,130.0,3,Guts,No Guard,Steadfast,505,90,130,80,65,85,55,45.0,70.0,227.0,Medium Slow,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1,1,Fighting,,1,Human-Like,
69,Bellsprout,Normal,Flower Pokémon,0.71,4.0,2,Chlorophyll,,Gluttony,300,50,75,35,70,30,40,255.0,70.0,60.0,Medium Slow,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1,2,Grass,Poison,1,Grass,
70,Weepinbell,Normal,Flycatcher Pokémon,0.99,6.4,2,Chlorophyll,,Gluttony,390,65,90,50,85,45,55,120.0,70.0,137.0,Medium Slow,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1,2,Grass,Poison,1,Grass,
71,Victreebel,Normal,Flycatcher Pokémon,1.7,15.5,2,Chlorophyll,,Gluttony,490,80,105,65,100,70,70,45.0,70.0,221.0,Medium Slow,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1,2,Grass,Poison,1,Grass,
72,Tentacool,Normal,Jellyfish Pokémon,0.89,45.5,3,Clear Body,Liquid Ooze,Rain Dish,335,40,40,35,50,100,70,190.0,70.0,67.0,Slow,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,2,Water,Poison,1,Water 3,
73,Tentacruel,Normal,Jellyfish Pokémon,1.6,55.0,3,Clear Body,Liquid Ooze,Rain Dish,515,80,70,65,80,120,100,60.0,70.0,180.0,Slow,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1,2,Water,Poison,1,Water 3,
74,Geodude,Normal,Rock Pokémon,0.41,20.0,3,Rock Head,Sturdy,Sand Veil,300,40,80,100,30,30,20,255.0,70.0,60.0,Medium Slow,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1,2,Rock,Ground,1,Mineral,
74,Alolan Geodude,Normal,Rock Pokémon,0.41,20.3,3,Magnet Pull,Sturdy,Galvanize,300,40,80,100,30,30,20,255.0,70.0,60.0,Medium Slow,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,Rock,Electric,1,Mineral,
75,Graveler,Normal,Rock Pokémon,0.99,105.0,3,Rock Head,Sturdy,Sand Veil,390,55,95,115,45,45,35,120.0,70.0,137.0,Medium Slow,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1,2,Rock,Ground,1,Mineral,
75,Alolan Graveler,Normal,Rock Pokémon,0.99,110.0,3,Magnet Pull,Sturdy,Galvanize,390,55,95,115,45,45,35,120.0,70.0,137.0,Medium Slow,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,Rock,Electric,1,Mineral,
76,Golem,Normal,Megaton Pokémon,1.4,300.0,3,Rock Head,Sturdy,Sand Veil,495,80,120,130,55,65,45,45.0,70.0,223.0,Medium Slow,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1,2,Rock,Ground,1,Mineral,
76,Alolan Golem,Normal,Megaton Pokémon,1.7,316.0,3,Magnet Pull,Sturdy,Galvanize,495,80,120,130,55,65,45,45.0,70.0,223.0,Medium Slow,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,Rock,Electric,1,Mineral,
77,Ponyta,Normal,Fire Horse Pokémon,0.99,30.0,3,Run Away,Flash Fire,Flame Body,410,50,85,55,65,65,90,190.0,70.0,82.0,Medium Fast,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1,1,Fire,,1,Field,
77,Galarian Ponyta,Normal,Unique Horn Pokémon,0.79,24.0,3,Run Away,Pastel Veil,Anticipation,410,50,85,55,65,65,90,,,,Medium Fast,,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1,1,Psychic,,1,Field,
78,Rapidash,Normal,Fire Horse Pokémon,1.7,95.0,3,Run Away,Flash Fire,Flame Body,500,65,100,70,80,80,105,60.0,70.0,175.0,Medium Fast,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1,1,Fire,,1,Field,
78,Galarian Rapidash,Normal,Unique Horn Pokémon,1.7,80.0,3,Run Away,Pastel Veil,Anticipation,500,65,100,70,80,80,105,,,,Medium Fast,,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1,2,Psychic,Fairy,1,Field,
79,Slowpoke,Normal,Dopey Pokémon,1.19,36.0,3,Oblivious,Own Tempo,Regenerator,315,90,65,65,40,40,15,190.0,70.0,63.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1,2,Water,Psychic,2,Monster,Water 1
79,Galarian Slowpoke,Normal,Dopey Pokémon,1.19,36.0,3,Gluttony,Own Tempo,Regenerator,315,90,65,65,40,40,15,190.0,70.0,63.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,8,1,Psychic,,2,Monster,Water 1
80,Slowbro,Normal,Hermit Crab Pokémon,1.6,78.5,3,Oblivious,Own Tempo,Regenerator,490,95,75,110,100,80,30,75.0,70.0,172.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1,2,Water,Psychic,2,Monster,Water 1
80,Mega Slowbro,Normal,Hermit Crab Pokémon,2.01,120.0,1,Shell Armor,,,590,95,75,180,130,80,30,75.0,70.0,207.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1,2,Water,Psychic,2,Monster,Water 1
80,Galarian Slowbro,Normal,Hermit Crab Pokémon,1.6,70.5,3,Quick Draw,Own Tempo,Regenerator,490,95,100,95,100,70,30,75.0,70.0,,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,8,2,Poison,Psychic,2,Monster,Water 1
81,Magnemite,Normal,Magnet Pokémon,0.3,6.0,3,Magnet Pull,Sturdy,Analytic,325,25,35,70,95,55,45,190.0,70.0,65.0,Medium Fast,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1,2,Electric,Steel,1,Mineral,
82,Magneton,Normal,Magnet Pokémon,0.99,60.0,3,Magnet Pull,Sturdy,Analytic,465,50,60,95,120,70,70,60.0,70.0,163.0,Medium Fast,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1,2,Electric,Steel,1,Mineral,
83,Farfetch'd,Normal,Wild Duck Pokémon,0.79,15.0,3,Keen Eye,Inner Focus,Defiant,377,52,90,55,58,62,60,45.0,70.0,132.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1,2,Normal,Flying,2,Field,Flying
83,Galarian Farfetch'd,Normal,Wild Duck Pokémon,0.79,42.0,2,Steadfast,,Scrappy,377,52,95,55,58,62,55,,,,Medium Fast,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1,1,Fighting,,2,Field,Flying
84,Doduo,Normal,Twin Bird Pokémon,1.4,39.2,3,Run Away,Early Bird,Tangled Feet,310,35,85,45,35,35,75,190.0,70.0,62.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1,2,Normal,Flying,1,Flying,
85,Dodrio,Normal,Triple Bird Pokémon,1.8,85.2,3,Run Away,Early Bird,Tangled Feet,470,60,110,70,60,60,110,45.0,70.0,165.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1,2,Normal,Flying,1,Flying,
86,Seel,Normal,Sea Lion Pokémon,1.09,90.0,3,Thick Fat,Hydration,Ice Body,325,65,45,55,45,70,45,190.0,70.0,65.0,Medium Fast,50.0,20.0,1.0,0.25,0.5,2.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1,Water,,2,Field,Water 1
87,Dewgong,Normal,Sea Lion Pokémon,1.7,120.0,3,Thick Fat,Hydration,Ice Body,475,90,70,80,70,95,70,75.0,70.0,166.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2,Water,Ice,2,Field,Water 1
88,Grimer,Normal,Sludge Pokémon,0.89,30.0,3,Stench,Sticky Hold,Poison Touch,325,80,80,50,40,50,25,190.0,70.0,65.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1,1,Poison,,1,Amorphous,
88,Alolan Grimer,Normal,Sludge Pokémon,0.71,42.0,3,Poison Touch,Gluttony,Power of Alchemy,325,80,80,50,40,50,25,190.0,70.0,65.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1,2,Poison,Dark,1,Amorphous,
89,Muk,Normal,Sludge Pokémon,1.19,30.0,3,Stench,Sticky Hold,Poison Touch,500,105,105,75,65,100,50,75.0,70.0,175.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1,1,Poison,,1,Amorphous,
89,Alolan Muk,Normal,Sludge Pokémon,0.99,52.0,3,Poison Touch,Gluttony,Power of Alchemy,500,105,105,75,65,100,50,75.0,70.0,175.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1,2,Poison,Dark,1,Amorphous,
90,Shellder,Normal,Bivalve Pokémon,0.3,4.0,3,Shell Armor,Skill Link,Overcoat,305,30,65,100,45,25,40,190.0,70.0,61.0,Slow,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1,Water,,1,Water 3,
91,Cloyster,Normal,Bivalve Pokémon,1.5,132.5,3,Shell Armor,Skill Link,Overcoat,525,50,95,180,85,45,70,60.0,70.0,184.0,Slow,50.0,20.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2,Water,Ice,1,Water 3,
92,Gastly,Normal,Gas Pokémon,1.3,0.1,1,Levitate,,,310,30,35,30,100,35,80,190.0,70.0,62.0,Medium Slow,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1,2,Ghost,Poison,1,Amorphous,
93,Haunter,Normal,Gas Pokémon,1.6,0.1,1,Levitate,,,405,45,50,45,115,55,95,90.0,70.0,142.0,Medium Slow,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1,2,Ghost,Poison,1,Amorphous,
94,Gengar,Normal,Shadow Pokémon,1.5,40.5,1,Cursed Body,,,500,60,65,60,130,75,110,45.0,70.0,225.0,Medium Slow,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1,2,Ghost,Poison,1,Amorphous,
94,Mega Gengar,Normal,Shadow Pokémon,1.4,40.5,1,Shadow Tag,,,600,60,65,80,170,95,130,45.0,70.0,270.0,Medium Slow,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1,2,Ghost,Poison,1,Amorphous,
95,Onix,Normal,Rock Snake Pokémon,8.79,210.0,3,Rock Head,Sturdy,Weak Armor,385,35,45,160,30,45,70,45.0,70.0,77.0,Medium Fast,50.0,25.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1,2,Rock,Ground,1,Mineral,
96,Drowzee,Normal,Hypnosis Pokémon,0.99,32.4,3,Insomnia,Forewarn,Inner Focus,328,60,48,45,43,90,42,190.0,70.0,66.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1,Psychic,,1,Human-Like,
97,Hypno,Normal,Hypnosis Pokémon,1.6,75.6,3,Insomnia,Forewarn,Inner Focus,483,85,73,70,73,115,67,75.0,70.0,169.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1,Psychic,,1,Human-Like,
98,Krabby,Normal,River Crab Pokémon,0.41,6.5,3,Hyper Cutter,Shell Armor,Sheer Force,325,30,105,90,25,25,50,225.0,70.0,65.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1,Water,,1,Water 3,
99,Kingler,Normal,Pincer Pokémon,1.3,60.0,3,Hyper Cutter,Shell Armor,Sheer Force,475,55,130,115,50,50,75,60.0,70.0,166.0,Medium Fast,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1,Water,,1,Water 3,
100,Voltorb,Normal,Ball Pokémon,0.51,10.4,3,Soundproof,Static,Aftermath,330,40,30,50,55,55,100,190.0,70.0,66.0,Medium Fast,,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1,Electric,,1,Mineral,
101,Electrode,Normal,Ball Pokémon,1.19,66.6,3,Soundproof,Static,Aftermath,490,60,50,70,80,80,150,60.0,70.0,172.0,Medium Fast,,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1,Electric,,1,Mineral,
102,Exeggcute,Normal,Egg Pokémon,0.41,2.5,2,Chlorophyll,,Harvest,325,60,40,80,60,45,40,90.0,70.0,65.0,Slow,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1,2,Grass,Psychic,1,Grass,
103,Exeggutor,Normal,Coconut Pokémon,2.01,120.0,2,Chlorophyll,,Harvest,530,95,95,85,125,75,55,45.0,70.0,186.0,Slow,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1,2,Grass,Psychic,1,Grass,
103,Alolan Exeggutor,Normal,Coconut Pokémon,10.9,415.6,2,Frisk,,Harvest,530,95,105,85,125,75,45,45.0,70.0,186.0,Slow,50.0,20.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1,2,Grass,Dragon,1,Grass,
104,Cubone,Normal,Lonely Pokémon,0.41,6.5,3,Rock Head,Lightning Rod,Battle Armor,320,50,50,95,40,50,35,190.0,70.0,64.0,Medium Fast,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1,1,Ground,,1,Monster,
105,Marowak,Normal,Bone Keeper Pokémon,0.99,45.0,3,Rock Head,Lightning Rod,Battle Armor,425,60,80,110,50,80,45,75.0,70.0,149.0,Medium Fast,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1,1,Ground,,1,Monster,
105,Alolan Marowak,Normal,Bone Keeper Pokémon,0.99,34.0,3,Cursed Body,Lightning Rod,Rock Head,425,60,80,110,50,80,45,75.0,70.0,149.0,Medium Fast,50.0,20.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,1,2,Fire,Ghost,1,Monster,
106,Hitmonlee,Normal,Kicking Pokémon,1.5,49.8,3,Limber,Reckless,Unburden,455,50,120,53,35,110,87,45.0,70.0,159.0,Medium Fast,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1,1,Fighting,,1,Human-Like,
107,Hitmonchan,Normal,Punching Pokémon,1.4,50.2,3,Keen Eye,Iron Fist,Inner Focus,455,50,105,79,35,110,76,45.0,70.0,159.0,Medium Fast,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1,1,Fighting,,1,Human-Like,
108,Lickitung,Normal,Licking Pokémon,1.19,65.5,3,Own Tempo,Oblivious,Cloud Nine,385,90,55,75,60,75,30,45.0,70.0,77.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,Normal,,1,Monster,
109,Koffing,Normal,Poison Gas Pokémon,0.61,1.0,3,Levitate,Neutralizing Gas,Stench,340,40,65,95,60,45,35,190.0,70.0,68.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1,1,Poison,,1,Amorphous,
110,Weezing,Normal,Poison Gas Pokémon,1.19,9.5,3,Levitate,Neutralizing Gas,Stench,490,65,90,120,85,70,60,60.0,70.0,172.0,Medium Fast,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1,1,Poison,,1,Amorphous,
110,Galarian Weezing,Normal,Poison Gas Pokémon,3.0,16.0,3,Levitate,Neutralizing Gas,Misty Surge,490,65,90,120,85,70,60,,,,Medium Fast,,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1,2,Poison,Fairy,1,Amorphous,
111,Rhyhorn,Normal,Spikes Pokémon,0.99,115.0,3,Lightning Rod,Rock Head,Reckless,345,80,85,95,30,30,25,120.0,70.0,69.0,Slow,50.0,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1,2,Ground,Rock,2,Field,Monster
112,Rhydon,Normal,Drill Pokémon,1.91,120.0,3,Lightning Rod,Rock Head,Reckless,485,105,130,120,45,45,40,60.0,70.0,170.0,Slow,50.0,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1,2,Ground,Rock,2,Field,Monster
113,Chansey,Normal,Egg Pokémon,1.09,34.6,3,Natural Cure,Serene Grace,Healer,450,250,5,5,35,105,50,30.0,140.0,395.0,Fast,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,Normal,,1,Fairy,
114,Tangela,Normal,Vine Pokémon,0.99,35.0,3,Chlorophyll,Leaf Guard,Regenerator,435,65,55,115,100,40,60,45.0,70.0,87.0,Medium Fast,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,Grass,,1,Grass,
115,Kangaskhan,Normal,Parent Pokémon,2.21,80.0,3,Early Bird,Scrappy,Inner Focus,490,105,95,80,40,80,90,45.0,70.0,172.0,Medium Fast,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,Normal,,1,Monster,
